qseqid,y_true_idx,y_true_name,y_pred_idx,y_pred_name,p_riboswitch,qseqid_full,id_global,group_id,qid_short
query_1,0,genomicbackground,1,riboswitch,0.8972368240356445,1_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_0_percentage_0_position_0-0 genomicbackground,1,3,1_3
query_2,0,genomicbackground,1,riboswitch,0.9473718404769897,2_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_5_percentage_0_position_0-0 genomicbackground,2,3,2_3
query_3,0,genomicbackground,1,riboswitch,0.9416466355323792,3_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_10_percentage_0_position_0-0 genomicbackground,3,3,3_3
query_4,0,genomicbackground,1,riboswitch,0.9613443613052368,4_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_15_percentage_0_position_0-0 genomicbackground,4,3,4_3
query_5,0,genomicbackground,0,genomicbackground,0.23276136815547943,5_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_20_percentage_0_position_0-0 genomicbackground,5,3,5_3
query_6,0,genomicbackground,0,genomicbackground,0.03894583135843277,6_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_25_percentage_0_position_0-0 genomicbackground,6,3,6_3
query_7,0,genomicbackground,0,genomicbackground,0.08039801567792892,7_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_30_percentage_0_position_0-0 genomicbackground,7,3,7_3
query_8,0,genomicbackground,0,genomicbackground,0.009203816764056683,8_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_35_percentage_0_position_0-0 genomicbackground,8,3,8_3
query_9,0,genomicbackground,0,genomicbackground,0.0068082562647759914,9_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_40_percentage_0_position_0-0 genomicbackground,9,3,9_3
query_10,0,genomicbackground,0,genomicbackground,0.0033744301181286573,10_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_45_percentage_0_position_0-0 genomicbackground,10,3,10_3
query_11,0,genomicbackground,0,genomicbackground,0.013872831128537655,11_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_50_percentage_0_position_0-0 genomicbackground,11,3,11_3
query_12,0,genomicbackground,0,genomicbackground,0.05093357712030411,12_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_55_percentage_0_position_0-0 genomicbackground,12,3,12_3
query_13,0,genomicbackground,0,genomicbackground,0.02880793623626232,13_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_60_percentage_0_position_0-0 genomicbackground,13,3,13_3
query_14,0,genomicbackground,0,genomicbackground,0.004483511671423912,14_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_65_percentage_0_position_0-0 genomicbackground,14,3,14_3
query_15,0,genomicbackground,0,genomicbackground,0.008031103760004044,15_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_70_percentage_0_position_0-0 genomicbackground,15,3,15_3
query_16,0,genomicbackground,0,genomicbackground,0.008044153451919556,16_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_75_percentage_0_position_0-0 genomicbackground,16,3,16_3
query_17,0,genomicbackground,0,genomicbackground,0.008320539258420467,17_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_80_percentage_0_position_0-0 genomicbackground,17,3,17_3
query_18,0,genomicbackground,0,genomicbackground,0.0074684093706309795,18_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_85_percentage_0_position_0-0 genomicbackground,18,3,18_3
query_19,0,genomicbackground,0,genomicbackground,0.0028822815511375666,19_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_90_percentage_0_position_0-0 genomicbackground,19,3,19_3
query_20,0,genomicbackground,0,genomicbackground,0.0025673515629023314,20_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_95_percentage_0_position_0-0 genomicbackground,20,3,20_3
query_21,0,genomicbackground,0,genomicbackground,0.0026499975938349962,21_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_100_percentage_0_position_0-0 genomicbackground,21,3,21_3
query_22,0,genomicbackground,0,genomicbackground,0.0029213009402155876,22_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_95_off_105_percentage_0_position_0-0 genomicbackground,22,3,22_3
query_23,0,genomicbackground,1,riboswitch,0.8057736158370972,23_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_0_percentage_0_position_0-0 genomicbackground,23,3,23_3
query_24,0,genomicbackground,1,riboswitch,0.9066380858421326,24_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_5_percentage_0_position_0-0 genomicbackground,24,3,24_3
query_25,0,genomicbackground,1,riboswitch,0.8919223546981812,25_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_10_percentage_0_position_0-0 genomicbackground,25,3,25_3
query_26,0,genomicbackground,1,riboswitch,0.9329519867897034,26_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_15_percentage_0_position_0-0 genomicbackground,26,3,26_3
query_27,0,genomicbackground,0,genomicbackground,0.2149420827627182,27_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_20_percentage_0_position_0-0 genomicbackground,27,3,27_3
query_28,0,genomicbackground,0,genomicbackground,0.026506459340453148,28_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_25_percentage_0_position_0-0 genomicbackground,28,3,28_3
query_29,0,genomicbackground,0,genomicbackground,0.05723737180233002,29_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_30_percentage_0_position_0-0 genomicbackground,29,3,29_3
query_30,0,genomicbackground,0,genomicbackground,0.009028979577124119,30_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_35_percentage_0_position_0-0 genomicbackground,30,3,30_3
query_31,0,genomicbackground,0,genomicbackground,0.0065228743478655815,31_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_40_percentage_0_position_0-0 genomicbackground,31,3,31_3
query_32,0,genomicbackground,0,genomicbackground,0.015684867277741432,32_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_45_percentage_0_position_0-0 genomicbackground,32,3,32_3
query_33,0,genomicbackground,0,genomicbackground,0.014978235587477684,33_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_50_percentage_0_position_0-0 genomicbackground,33,3,33_3
query_34,0,genomicbackground,0,genomicbackground,0.05259160324931145,34_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_55_percentage_0_position_0-0 genomicbackground,34,3,34_3
query_35,0,genomicbackground,0,genomicbackground,0.007904225960373878,35_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_60_percentage_0_position_0-0 genomicbackground,35,3,35_3
query_36,0,genomicbackground,0,genomicbackground,0.008532054722309113,36_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_65_percentage_0_position_0-0 genomicbackground,36,3,36_3
query_37,0,genomicbackground,0,genomicbackground,0.010081179440021515,37_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_70_percentage_0_position_0-0 genomicbackground,37,3,37_3
query_38,0,genomicbackground,0,genomicbackground,0.0070779407396912575,38_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_75_percentage_0_position_0-0 genomicbackground,38,3,38_3
query_39,0,genomicbackground,0,genomicbackground,0.009118793532252312,39_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_80_percentage_0_position_0-0 genomicbackground,39,3,39_3
query_40,0,genomicbackground,0,genomicbackground,0.007515773177146912,40_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_85_percentage_0_position_0-0 genomicbackground,40,3,40_3
query_41,0,genomicbackground,0,genomicbackground,0.002802211092785001,41_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_90_percentage_0_position_0-0 genomicbackground,41,3,41_3
query_42,0,genomicbackground,0,genomicbackground,0.00252082129009068,42_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_95_percentage_0_position_0-0 genomicbackground,42,3,42_3
query_43,0,genomicbackground,0,genomicbackground,0.0031082259956747293,43_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_100_off_100_percentage_0_position_0-0 genomicbackground,43,3,43_3
query_44,0,genomicbackground,1,riboswitch,0.8039882183074951,44_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_0_percentage_0_position_0-0 genomicbackground,44,3,44_3
query_45,0,genomicbackground,1,riboswitch,0.8176246881484985,45_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_5_percentage_0_position_0-0 genomicbackground,45,3,45_3
query_46,0,genomicbackground,1,riboswitch,0.829109787940979,46_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_10_percentage_0_position_0-0 genomicbackground,46,3,46_3
query_47,0,genomicbackground,1,riboswitch,0.9035900831222534,47_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_15_percentage_0_position_0-0 genomicbackground,47,3,47_3
query_48,0,genomicbackground,0,genomicbackground,0.17060810327529907,48_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_20_percentage_0_position_0-0 genomicbackground,48,3,48_3
query_49,0,genomicbackground,0,genomicbackground,0.39482906460762024,49_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_25_percentage_0_position_0-0 genomicbackground,49,3,49_3
query_50,0,genomicbackground,0,genomicbackground,0.03263326361775398,50_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_30_percentage_0_position_0-0 genomicbackground,50,3,50_3
query_51,0,genomicbackground,0,genomicbackground,0.0015954006230458617,51_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_35_percentage_0_position_0-0 genomicbackground,51,3,51_3
query_52,0,genomicbackground,0,genomicbackground,0.037500329315662384,52_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_40_percentage_0_position_0-0 genomicbackground,52,3,52_3
query_53,0,genomicbackground,0,genomicbackground,0.014822748489677906,53_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_45_percentage_0_position_0-0 genomicbackground,53,3,53_3
query_54,0,genomicbackground,0,genomicbackground,0.015973394736647606,54_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_50_percentage_0_position_0-0 genomicbackground,54,3,54_3
query_55,0,genomicbackground,0,genomicbackground,0.016024591401219368,55_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_55_percentage_0_position_0-0 genomicbackground,55,3,55_3
query_56,0,genomicbackground,0,genomicbackground,0.016114642843604088,56_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_60_percentage_0_position_0-0 genomicbackground,56,3,56_3
query_57,0,genomicbackground,0,genomicbackground,0.008680302649736404,57_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_65_percentage_0_position_0-0 genomicbackground,57,3,57_3
query_58,0,genomicbackground,0,genomicbackground,0.009271001443266869,58_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_70_percentage_0_position_0-0 genomicbackground,58,3,58_3
query_59,0,genomicbackground,0,genomicbackground,0.006465098820626736,59_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_75_percentage_0_position_0-0 genomicbackground,59,3,59_3
query_60,0,genomicbackground,0,genomicbackground,0.009105350822210312,60_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_80_percentage_0_position_0-0 genomicbackground,60,3,60_3
query_61,0,genomicbackground,0,genomicbackground,0.00750671187415719,61_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_85_percentage_0_position_0-0 genomicbackground,61,3,61_3
query_62,0,genomicbackground,0,genomicbackground,0.0027348946314305067,62_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_90_percentage_0_position_0-0 genomicbackground,62,3,62_3
query_63,0,genomicbackground,0,genomicbackground,0.0029403071384876966,63_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_105_off_95_percentage_0_position_0-0 genomicbackground,63,3,63_3
query_64,0,genomicbackground,1,riboswitch,0.6639844179153442,64_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_0_percentage_0_position_0-0 genomicbackground,64,3,64_3
query_65,0,genomicbackground,1,riboswitch,0.7029623985290527,65_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_5_percentage_0_position_0-0 genomicbackground,65,3,65_3
query_66,0,genomicbackground,1,riboswitch,0.7777366042137146,66_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_10_percentage_0_position_0-0 genomicbackground,66,3,66_3
query_67,0,genomicbackground,1,riboswitch,0.8071319460868835,67_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_15_percentage_0_position_0-0 genomicbackground,67,3,67_3
query_68,0,genomicbackground,0,genomicbackground,0.1450248807668686,68_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_20_percentage_0_position_0-0 genomicbackground,68,3,68_3
query_69,0,genomicbackground,0,genomicbackground,0.02106357179582119,69_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_25_percentage_0_position_0-0 genomicbackground,69,3,69_3
query_70,0,genomicbackground,0,genomicbackground,0.03043409436941147,70_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_30_percentage_0_position_0-0 genomicbackground,70,3,70_3
query_71,0,genomicbackground,0,genomicbackground,0.08744098246097565,71_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_35_percentage_0_position_0-0 genomicbackground,71,3,71_3
query_72,0,genomicbackground,0,genomicbackground,0.03568633273243904,72_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_40_percentage_0_position_0-0 genomicbackground,72,3,72_3
query_73,0,genomicbackground,0,genomicbackground,0.015376845374703407,73_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_45_percentage_0_position_0-0 genomicbackground,73,3,73_3
query_74,0,genomicbackground,0,genomicbackground,0.010971440002322197,74_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_50_percentage_0_position_0-0 genomicbackground,74,3,74_3
query_75,0,genomicbackground,0,genomicbackground,0.012708590365946293,75_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_55_percentage_0_position_0-0 genomicbackground,75,3,75_3
query_76,0,genomicbackground,0,genomicbackground,0.01130465604364872,76_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_60_percentage_0_position_0-0 genomicbackground,76,3,76_3
query_77,0,genomicbackground,0,genomicbackground,0.00851346179842949,77_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_65_percentage_0_position_0-0 genomicbackground,77,3,77_3
query_78,0,genomicbackground,0,genomicbackground,0.007359644398093224,78_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_70_percentage_0_position_0-0 genomicbackground,78,3,78_3
query_79,0,genomicbackground,0,genomicbackground,0.006422083359211683,79_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_75_percentage_0_position_0-0 genomicbackground,79,3,79_3
query_80,0,genomicbackground,0,genomicbackground,0.009160937741398811,80_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_80_percentage_0_position_0-0 genomicbackground,80,3,80_3
query_81,0,genomicbackground,0,genomicbackground,0.007523614913225174,81_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_85_percentage_0_position_0-0 genomicbackground,81,3,81_3
query_82,0,genomicbackground,0,genomicbackground,0.0023098099045455456,82_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_110_off_90_percentage_0_position_0-0 genomicbackground,82,3,82_3
query_83,0,genomicbackground,1,riboswitch,0.5112600326538086,83_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_115_off_0_percentage_0_position_0-0 genomicbackground,83,3,83_3
query_84,0,genomicbackground,1,riboswitch,0.6154812574386597,84_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_115_off_5_percentage_0_position_0-0 genomicbackground,84,3,84_3
query_85,0,genomicbackground,1,riboswitch,0.6462474465370178,85_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_115_off_10_percentage_0_position_0-0 genomicbackground,85,3,85_3
query_86,0,genomicbackground,1,riboswitch,0.6990013718605042,86_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_115_off_15_percentage_0_position_0-0 genomicbackground,86,3,86_3
query_87,0,genomicbackground,0,genomicbackground,0.07273319363594055,87_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_115_off_20_percentage_0_position_0-0 genomicbackground,87,3,87_3
query_88,0,genomicbackground,0,genomicbackground,0.01989857666194439,88_3_RF00059_3_NC_000913.3_2185135-2185632_ext_0-200_int_115_off_25_percentage_0_position_0-0 genomicbackground,88,3,88_3
