qseqid,y_true_idx,y_true_name,y_pred_idx,y_pred_name,p_riboswitch,qseqid_full,id_global,group_id,qid_short
query_1,0,genomicbackground,1,riboswitch,0.5671093463897705,1_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_0_percentage_0_position_0-0 genomicbackground,1,1,1_1
query_2,0,genomicbackground,0,genomicbackground,0.49514007568359375,2_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_5_percentage_0_position_0-0 genomicbackground,2,1,2_1
query_3,0,genomicbackground,1,riboswitch,0.7974885106086731,3_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_10_percentage_0_position_0-0 genomicbackground,3,1,3_1
query_4,0,genomicbackground,0,genomicbackground,0.06450750678777695,4_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_15_percentage_0_position_0-0 genomicbackground,4,1,4_1
query_5,0,genomicbackground,0,genomicbackground,0.06104655563831329,5_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_20_percentage_0_position_0-0 genomicbackground,5,1,5_1
query_6,0,genomicbackground,0,genomicbackground,0.06529348343610764,6_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_25_percentage_0_position_0-0 genomicbackground,6,1,6_1
query_7,0,genomicbackground,1,riboswitch,0.7628800868988037,7_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_30_percentage_0_position_0-0 genomicbackground,7,1,7_1
query_8,0,genomicbackground,0,genomicbackground,0.23301096260547638,8_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_35_percentage_0_position_0-0 genomicbackground,8,1,8_1
query_9,0,genomicbackground,0,genomicbackground,0.20334620773792267,9_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_40_percentage_0_position_0-0 genomicbackground,9,1,9_1
query_10,0,genomicbackground,0,genomicbackground,0.10875610262155533,10_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_45_percentage_0_position_0-0 genomicbackground,10,1,10_1
query_11,0,genomicbackground,0,genomicbackground,0.030403604730963707,11_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_50_percentage_0_position_0-0 genomicbackground,11,1,11_1
query_12,0,genomicbackground,0,genomicbackground,0.07998332381248474,12_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_55_percentage_0_position_0-0 genomicbackground,12,1,12_1
query_13,0,genomicbackground,0,genomicbackground,0.06670346856117249,13_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_60_percentage_0_position_0-0 genomicbackground,13,1,13_1
query_14,0,genomicbackground,0,genomicbackground,0.08075268566608429,14_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_65_percentage_0_position_0-0 genomicbackground,14,1,14_1
query_15,0,genomicbackground,0,genomicbackground,0.00477164052426815,15_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_70_percentage_0_position_0-0 genomicbackground,15,1,15_1
query_16,0,genomicbackground,0,genomicbackground,0.005091995000839233,16_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_75_percentage_0_position_0-0 genomicbackground,16,1,16_1
query_17,0,genomicbackground,0,genomicbackground,0.004394246265292168,17_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_80_percentage_0_position_0-0 genomicbackground,17,1,17_1
query_18,0,genomicbackground,0,genomicbackground,0.00400369381532073,18_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_85_percentage_0_position_0-0 genomicbackground,18,1,18_1
query_19,0,genomicbackground,0,genomicbackground,0.006610926240682602,19_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_90_percentage_0_position_0-0 genomicbackground,19,1,19_1
query_20,0,genomicbackground,0,genomicbackground,0.01220225915312767,20_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_95_percentage_0_position_0-0 genomicbackground,20,1,20_1
query_21,0,genomicbackground,0,genomicbackground,0.009153086692094803,21_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_100_percentage_0_position_0-0 genomicbackground,21,1,21_1
query_22,0,genomicbackground,0,genomicbackground,0.014801341108977795,22_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_95_off_105_percentage_0_position_0-0 genomicbackground,22,1,22_1
query_23,0,genomicbackground,1,riboswitch,0.5183970928192139,23_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_100_off_0_percentage_0_position_0-0 genomicbackground,23,1,23_1
query_24,0,genomicbackground,0,genomicbackground,0.4211369752883911,24_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_100_off_5_percentage_0_position_0-0 genomicbackground,24,1,24_1
query_25,0,genomicbackground,1,riboswitch,0.8055526614189148,25_1_RF01055_1_NC_000913.3_816711-817256_ext_0-200_int_100_off_10_percentage_0_position_0-0 genomicbackground,25,1,25_1
