qseqid,y_true_idx,y_true_name,y_pred_idx,y_pred_name,p_riboswitch,qseqid_full,id_global,group_id,qid_short
query_1,0,genomicbackground,0,genomicbackground,0.056161075830459595,1_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_0_percentage_0_position_0-0 genomicbackground,1,7,1_7
query_2,0,genomicbackground,0,genomicbackground,0.16571559011936188,2_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_5_percentage_0_position_0-0 genomicbackground,2,7,2_7
query_3,0,genomicbackground,0,genomicbackground,0.18471206724643707,3_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_10_percentage_0_position_0-0 genomicbackground,3,7,3_7
query_4,0,genomicbackground,0,genomicbackground,0.22500909864902496,4_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_15_percentage_0_position_0-0 genomicbackground,4,7,4_7
query_5,0,genomicbackground,0,genomicbackground,0.04816853255033493,5_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_20_percentage_0_position_0-0 genomicbackground,5,7,5_7
query_6,0,genomicbackground,0,genomicbackground,0.11462536454200745,6_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_25_percentage_0_position_0-0 genomicbackground,6,7,6_7
query_7,0,genomicbackground,0,genomicbackground,0.10729093849658966,7_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_30_percentage_0_position_0-0 genomicbackground,7,7,7_7
query_8,0,genomicbackground,1,riboswitch,0.9864470958709717,8_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_35_percentage_0_position_0-0 genomicbackground,8,7,8_7
query_9,0,genomicbackground,1,riboswitch,0.9747963547706604,9_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_40_percentage_0_position_0-0 genomicbackground,9,7,9_7
query_10,0,genomicbackground,1,riboswitch,0.9766033887863159,10_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_45_percentage_0_position_0-0 genomicbackground,10,7,10_7
query_11,0,genomicbackground,0,genomicbackground,0.12986773252487183,11_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_50_percentage_0_position_0-0 genomicbackground,11,7,11_7
query_12,0,genomicbackground,0,genomicbackground,0.05398555472493172,12_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_55_percentage_0_position_0-0 genomicbackground,12,7,12_7
query_13,0,genomicbackground,0,genomicbackground,0.2620745003223419,13_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_60_percentage_0_position_0-0 genomicbackground,13,7,13_7
query_14,0,genomicbackground,0,genomicbackground,0.45531725883483887,14_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_65_percentage_0_position_0-0 genomicbackground,14,7,14_7
query_15,0,genomicbackground,0,genomicbackground,0.46918752789497375,15_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_70_percentage_0_position_0-0 genomicbackground,15,7,15_7
query_16,0,genomicbackground,1,riboswitch,0.6262215375900269,16_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_75_percentage_0_position_0-0 genomicbackground,16,7,16_7
query_17,0,genomicbackground,0,genomicbackground,0.2527150511741638,17_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_80_percentage_0_position_0-0 genomicbackground,17,7,17_7
query_18,0,genomicbackground,0,genomicbackground,0.1906973272562027,18_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_85_percentage_0_position_0-0 genomicbackground,18,7,18_7
query_19,0,genomicbackground,0,genomicbackground,0.3258725702762604,19_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_90_percentage_0_position_0-0 genomicbackground,19,7,19_7
query_20,0,genomicbackground,1,riboswitch,0.5006288886070251,20_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_95_percentage_0_position_0-0 genomicbackground,20,7,20_7
query_21,0,genomicbackground,0,genomicbackground,0.3197864294052124,21_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_100_percentage_0_position_0-0 genomicbackground,21,7,21_7
query_22,0,genomicbackground,0,genomicbackground,0.44795551896095276,22_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_95_off_105_percentage_0_position_0-0 genomicbackground,22,7,22_7
query_23,0,genomicbackground,0,genomicbackground,0.05672137811779976,23_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_0_percentage_0_position_0-0 genomicbackground,23,7,23_7
query_24,0,genomicbackground,0,genomicbackground,0.18349498510360718,24_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_5_percentage_0_position_0-0 genomicbackground,24,7,24_7
query_25,0,genomicbackground,0,genomicbackground,0.08483517169952393,25_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_10_percentage_0_position_0-0 genomicbackground,25,7,25_7
query_26,0,genomicbackground,0,genomicbackground,0.027896344661712646,26_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_15_percentage_0_position_0-0 genomicbackground,26,7,26_7
query_27,0,genomicbackground,0,genomicbackground,0.053466323763132095,27_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_20_percentage_0_position_0-0 genomicbackground,27,7,27_7
query_28,0,genomicbackground,0,genomicbackground,0.053479161113500595,28_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_25_percentage_0_position_0-0 genomicbackground,28,7,28_7
query_29,0,genomicbackground,1,riboswitch,0.88006591796875,29_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_30_percentage_0_position_0-0 genomicbackground,29,7,29_7
query_30,0,genomicbackground,1,riboswitch,0.7300015091896057,30_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_35_percentage_0_position_0-0 genomicbackground,30,7,30_7
query_31,0,genomicbackground,1,riboswitch,0.9624792337417603,31_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_40_percentage_0_position_0-0 genomicbackground,31,7,31_7
query_32,0,genomicbackground,0,genomicbackground,0.0872926115989685,32_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_45_percentage_0_position_0-0 genomicbackground,32,7,32_7
query_33,0,genomicbackground,0,genomicbackground,0.13569077849388123,33_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_50_percentage_0_position_0-0 genomicbackground,33,7,33_7
query_34,0,genomicbackground,0,genomicbackground,0.16910505294799805,34_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_55_percentage_0_position_0-0 genomicbackground,34,7,34_7
query_35,0,genomicbackground,1,riboswitch,0.5733843445777893,35_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_60_percentage_0_position_0-0 genomicbackground,35,7,35_7
query_36,0,genomicbackground,0,genomicbackground,0.4209091365337372,36_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_65_percentage_0_position_0-0 genomicbackground,36,7,36_7
query_37,0,genomicbackground,0,genomicbackground,0.41220757365226746,37_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_70_percentage_0_position_0-0 genomicbackground,37,7,37_7
query_38,0,genomicbackground,1,riboswitch,0.6566397547721863,38_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_75_percentage_0_position_0-0 genomicbackground,38,7,38_7
query_39,0,genomicbackground,0,genomicbackground,0.3969935476779938,39_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_80_percentage_0_position_0-0 genomicbackground,39,7,39_7
query_40,0,genomicbackground,0,genomicbackground,0.290497750043869,40_7_RF00174_7_NC_000913.3_4163183-4163773_ext_0-200_int_100_off_85_percentage_0_position_0-0 genomicbackground,40,7,40_7
